experiment,scenario,label_cs,description,repetition,seed,draws,tickets_sold_per_draw,prize_pool_share,jackpot_cap,jackpot_share,class11_share,class12_share,total_ticket_sales,total_prize_pool,total_actual_payout,total_actual_upper_tier_payout,jackpot_hits,jackpot_cap_hits,cap_reach_count,total_overflow_to_class2,total_overflow_to_class3,max_jackpot_fund_observed,final_jackpot_carryover,average_jackpot_available,average_total_payout,payout_std_dev,upper_tier_payout_std_dev,average_rollover_length,longest_rollover_length,average_time_to_cap
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,31,350456,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22550100000.0,12162600000.0,179,91,13,780000000.0,0.0,120000000.0,120000000.0,47196000.0,22550100.0,22655962.239331175,22655962.239331175,5.3311688311688314,31,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,32,350457,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22613100000.0,12225600000.0,166,72,9,621000000.0,0.0,120000000.0,54000000.0,47700000.0,22613100.0,23754861.46854997,23754861.46854997,5.712328767123288,38,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,33,350458,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22695850000.0,12308350000.0,163,100,15,855000000.0,0.0,120000000.0,9000000.0,50016000.0,22695850.0,23774230.592755258,23774230.592755258,5.8125,35,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,34,350459,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22644400000.0,12256900000.0,156,96,19,807000000.0,0.0,120000000.0,27000000.0,51585000.0,22644400.0,24641383.659202255,24641383.659202255,6.345864661654136,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,35,350460,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22600200000.0,12212700000.0,169,74,15,621000000.0,0.0,120000000.0,63000000.0,48066000.0,22600200.0,24076286.672990084,24076286.672990084,5.614864864864865,25,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,36,350461,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22622050000.0,12234550000.0,176,98,16,834000000.0,0.0,120000000.0,36000000.0,48990000.0,22622050.0,23508465.94947233,23508465.94947233,5.843971631205674,40,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,37,350462,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22637587500.0,12250087500.0,174,94,17,795000000.0,0.0,120000000.0,9000000.0,49848000.0,22637587.5,24046348.75789033,24046348.75789033,5.581081081081081,28,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,38,350463,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22649100000.0,12261600000.0,188,85,14,723000000.0,0.0,120000000.0,36000000.0,47256000.0,22649100.0,23228988.445259515,23228988.445259515,5.413333333333333,32,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,39,350464,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22650300000.0,12262800000.0,196,46,9,387000000.0,0.0,120000000.0,0.0,43284000.0,22650300.0,23306701.073081963,23306701.073081963,4.9937888198757765,29,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,40,350465,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22666700000.0,12279200000.0,166,134,16,1158000000.0,0.0,120000000.0,27000000.0,53067000.0,22666700.0,23420765.489411313,23420765.489411313,6.2706766917293235,40,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,41,350466,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22588250000.0,12200750000.0,175,60,13,501000000.0,0.0,120000000.0,72000000.0,45483000.0,22588250.0,23648418.53988338,23648418.53988338,5.4635761589403975,29,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,42,350467,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22614962500.0,12227462500.0,165,122,19,1041000000.0,0.0,120000000.0,18000000.0,52284000.0,22614962.5,23790150.49011552,23790150.49011552,5.798611111111111,32,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,43,350468,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22615650000.0,12228150000.0,177,71,15,594000000.0,0.0,120000000.0,54000000.0,47121000.0,22615650.0,23931537.82307982,23931537.82307982,5.379084967320262,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,44,350469,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22676500000.0,12289000000.0,181,48,9,405000000.0,0.0,120000000.0,0.0,44721000.0,22676500.0,23763675.489073656,23763675.489073656,5.46,26,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,45,350470,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22560975000.0,12173475000.0,150,146,17,1263000000.0,0.0,120000000.0,99000000.0,55755000.0,22560975.0,23673618.22497514,23673618.22497514,6.967213114754099,36,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,46,350471,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22632837500.0,12245337500.0,157,95,20,795000000.0,0.0,120000000.0,9000000.0,51660000.0,22632837.5,24820822.11782768,24820822.11782768,6.386363636363637,23,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,47,350472,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22592550000.0,12205050000.0,161,131,19,1122000000.0,0.0,120000000.0,45000000.0,54516000.0,22592550.0,24226170.291597884,24226170.291597884,6.821138211382114,28,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,48,350473,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22672600000.0,12285100000.0,177,63,17,516000000.0,0.0,120000000.0,0.0,47802000.0,22672600.0,24676021.138749253,24676021.138749253,5.836879432624113,20,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,49,350474,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22572800000.0,12185300000.0,157,93,15,792000000.0,0.0,120000000.0,99000000.0,51345000.0,22572800.0,24389887.866900906,24389887.866900906,6.386363636363637,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,50,350475,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22596787500.0,12209287500.0,151,90,18,756000000.0,0.0,120000000.0,36000000.0,51813000.0,22596787.5,24925738.1252009,24925738.1252009,6.738095238095238,36,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,51,350476,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22644400000.0,12256900000.0,141,194,20,1686000000.0,0.0,120000000.0,27000000.0,59652000.0,22644400.0,23477829.72593506,23477829.72593506,6.92741935483871,41,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,52,350477,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22634050000.0,12246550000.0,176,81,17,678000000.0,0.0,120000000.0,18000000.0,49053000.0,22634050.0,24381097.14712404,24381097.14712404,5.722222222222222,23,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,53,350478,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22689400000.0,12301900000.0,160,83,18,693000000.0,0.0,120000000.0,0.0,49938000.0,22689400.0,24624009.982941445,24624009.982941445,6,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,54,350479,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22655950000.0,12268450000.0,171,58,14,480000000.0,0.0,120000000.0,18000000.0,46743000.0,22655950.0,24281372.739149243,24281372.739149243,5.756944444444445,21,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,55,350480,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22671800000.0,12284300000.0,160,114,11,993000000.0,0.0,120000000.0,18000000.0,50988000.0,22671800.0,23241734.33201576,23241734.33201576,6.222222222222222,33,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,56,350481,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22646587500.0,12259087500.0,155,103,17,876000000.0,0.0,120000000.0,0.0,51729000.0,22646587.5,24389645.979617946,24389645.979617946,6.550387596899225,28,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,57,350482,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22543250000.0,12155750000.0,159,131,21,1116000000.0,0.0,120000000.0,120000000.0,54366000.0,22543250.0,24055265.887898643,24055265.887898643,6.5703125,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,58,350483,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22635437500.0,12247937500.0,159,106,12,918000000.0,0.0,120000000.0,36000000.0,49899000.0,22635437.5,23216936.126238614,23216936.126238614,5.922535211267606,40,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,59,350484,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22646550000.0,12259050000.0,176,96,16,816000000.0,0.0,120000000.0,54000000.0,49371000.0,22646550.0,23724845.9551901,23724845.9551901,5.7622377622377625,29,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,60,350485,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22652950000.0,12265450000.0,161,106,18,900000000.0,0.0,120000000.0,9000000.0,50844000.0,22652950.0,23946581.985692654,23946581.985692654,5.992857142857143,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,61,350486,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22663200000.0,12275700000.0,183,66,11,561000000.0,0.0,120000000.0,0.0,44652000.0,22663200.0,23013089.444053356,23013089.444053356,5.339869281045751,30,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,62,350487,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22633650000.0,12246150000.0,163,80,14,678000000.0,0.0,120000000.0,36000000.0,48780000.0,22633650.0,24143326.514328964,24143326.514328964,5.9361702127659575,29,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,63,350488,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22594700000.0,12207200000.0,159,61,12,513000000.0,0.0,120000000.0,108000000.0,48108000.0,22594700.0,24403007.53821135,24403007.53821135,6.0503597122302155,24,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,64,350489,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22655150000.0,12267650000.0,161,89,18,747000000.0,0.0,120000000.0,45000000.0,51333000.0,22655150.0,24857625.207921613,24857625.207921613,6.453846153846154,24,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,65,350490,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22634850000.0,12247350000.0,164,81,13,690000000.0,0.0,120000000.0,27000000.0,48849000.0,22634850.0,24050157.233945478,24050157.233945478,6.057971014492754,30,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,66,350491,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22643987500.0,12256487500.0,166,89,15,756000000.0,0.0,120000000.0,9000000.0,50154000.0,22643987.5,24261491.122890484,24261491.122890484,6.087591240875913,32,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,67,350492,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22618200000.0,12230700000.0,161,123,17,1056000000.0,0.0,120000000.0,0.0,52248000.0,22618200.0,23662141.677371472,23662141.677371472,6.079710144927536,43,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,68,350493,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22677850000.0,12290350000.0,170,91,12,783000000.0,0.0,120000000.0,0.0,49008000.0,22677850.0,23569229.238087103,23569229.238087103,6.0144927536231885,31,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,69,350494,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22526987500.0,12139487500.0,142,148,20,1272000000.0,0.0,120000000.0,108000000.0,57543000.0,22526987.5,24363693.90263089,24363693.90263089,6.864,42,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,70,350495,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22622100000.0,12234600000.0,182,89,15,756000000.0,0.0,120000000.0,45000000.0,47877000.0,22622100.0,23416597.24618417,23416597.24618417,5.489932885906041,36,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,71,350496,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22664550000.0,12277050000.0,170,116,15,999000000.0,0.0,120000000.0,27000000.0,51081000.0,22664550.0,23403750.03706671,23403750.03706671,5.845070422535211,41,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,72,350497,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22610550000.0,12223050000.0,147,120,19,1023000000.0,0.0,120000000.0,63000000.0,53943000.0,22610550.0,24507989.94608697,24507989.94608697,6.716535433070866,42,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,73,350498,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22546200000.0,12158700000.0,150,112,16,960000000.0,0.0,120000000.0,117000000.0,53991000.0,22546200.0,24565369.64020692,24565369.64020692,6.854838709677419,32,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,74,350499,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22572837500.0,12185337500.0,177,66,11,561000000.0,0.0,120000000.0,90000000.0,46020000.0,22572837.5,23425034.708722286,23425034.708722286,5.5608108108108105,31,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,75,350500,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22585687500.0,12198187500.0,164,131,13,1140000000.0,0.0,120000000.0,54000000.0,51249000.0,22585687.5,22674885.590860073,22674885.590860073,5.929078014184397,41,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,76,350501,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22653800000.0,12266300000.0,160,99,18,837000000.0,0.0,120000000.0,9000000.0,50868000.0,22653800.0,24285153.397909597,24285153.397909597,6.131386861313868,36,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,77,350502,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22673950000.0,12286450000.0,147,119,18,1017000000.0,0.0,120000000.0,9000000.0,54933000.0,22673950.0,24920183.06308162,24920183.06308162,7.108333333333333,31,14
