experiment,scenario,label_cs,description,repetition,seed,draws,tickets_sold_per_draw,prize_pool_share,jackpot_cap,jackpot_share,class11_share,class12_share,total_ticket_sales,total_prize_pool,total_actual_payout,total_actual_upper_tier_payout,jackpot_hits,jackpot_cap_hits,cap_reach_count,total_overflow_to_class2,total_overflow_to_class3,max_jackpot_fund_observed,final_jackpot_carryover,average_jackpot_available,average_total_payout,payout_std_dev,upper_tier_payout_std_dev,average_rollover_length,longest_rollover_length,average_time_to_cap
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,146,350571,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22668850000.0,12281350000.0,171,132,17,1137000000.0,0.0,120000000.0,27000000.0,52167000.0,22668850.0,23234405.24690701,23234405.24690701,5.7172413793103445,32,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,147,350572,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22635300000.0,12247800000.0,168,63,14,525000000.0,0.0,120000000.0,0.0,47379000.0,22635300.0,24287235.308079015,24287235.308079015,5.777777777777778,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,148,350573,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22635350000.0,12247850000.0,159,110,22,924000000.0,0.0,120000000.0,27000000.0,52347000.0,22635350.0,24517421.415750474,24517421.415750474,6.276119402985074,32,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,149,350574,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22656350000.0,12268850000.0,174,82,13,699000000.0,0.0,120000000.0,0.0,47034000.0,22656350.0,23326817.76791468,23326817.76791468,5.470198675496689,26,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,150,350575,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22574050000.0,12186550000.0,176,78,14,660000000.0,0.0,120000000.0,81000000.0,47145000.0,22574050.0,23514758.85688603,23514758.85688603,5.682758620689655,34,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,151,350576,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22614800000.0,12227300000.0,165,114,18,972000000.0,0.0,120000000.0,27000000.0,52065000.0,22614800.0,24007558.2048654,24007558.2048654,5.964285714285714,35,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,152,350577,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22557037500.0,12169537500.0,181,75,17,624000000.0,0.0,120000000.0,120000000.0,47055000.0,22557037.5,23581334.21012992,23581334.21012992,5.496644295302014,29,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,153,350578,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22671400000.0,12283900000.0,160,78,13,663000000.0,0.0,120000000.0,0.0,49326000.0,22671400.0,24334476.81870313,24334476.81870313,6.131386861313868,23,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,154,350579,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22661587500.0,12274087500.0,177,46,12,378000000.0,0.0,120000000.0,18000000.0,45804000.0,22661587.5,24347614.01834056,24347614.01834056,5.715277777777778,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,155,350580,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22630700000.0,12243200000.0,176,73,14,615000000.0,0.0,120000000.0,63000000.0,47463000.0,22630700.0,23840013.894920446,23840013.894920446,5.682758620689655,26,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,156,350581,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22649100000.0,12261600000.0,157,119,17,1020000000.0,0.0,120000000.0,18000000.0,52308000.0,22649100.0,23898445.643807046,23898445.643807046,6.198529411764706,35,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,157,350582,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22586500000.0,12199000000.0,174,57,14,471000000.0,0.0,120000000.0,90000000.0,46263000.0,22586500.0,24116070.2178029,24116070.2178029,5.619047619047619,23,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,158,350583,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22647750000.0,12260250000.0,169,63,16,519000000.0,0.0,120000000.0,0.0,47481000.0,22647750.0,24518153.12044323,24518153.12044323,5.811188811188811,20,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,159,350584,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22574950000.0,12187450000.0,147,145,19,1248000000.0,0.0,120000000.0,99000000.0,56025000.0,22574950.0,24071735.811891507,24071735.811891507,6.824,41,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,160,350585,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22643587500.0,12256087500.0,162,94,14,804000000.0,0.0,120000000.0,0.0,50325000.0,22643587.5,24083276.387071874,24083276.387071874,6.253731343283582,36,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,161,350586,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22675700000.0,12288200000.0,169,118,12,1026000000.0,0.0,120000000.0,18000000.0,50421000.0,22675700.0,22908351.6323196,22908351.6323196,5.9784172661870505,46,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,162,350587,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22651250000.0,12263750000.0,151,155,17,1344000000.0,0.0,120000000.0,18000000.0,55899000.0,22651250.0,23574545.82674924,23574545.82674924,6.738095238095238,36,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,163,350588,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22616187500.0,12228687500.0,140,148,20,1272000000.0,0.0,120000000.0,54000000.0,56868000.0,22616187.5,24420442.34593415,24420442.34593415,7.049180327868853,33,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,164,350589,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22580450000.0,12192950000.0,179,85,13,726000000.0,0.0,120000000.0,72000000.0,47979000.0,22580450.0,23431262.989807017,23431262.989807017,5.585034013605442,40,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,165,350590,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22545837500.0,12158337500.0,155,126,17,1083000000.0,0.0,120000000.0,81000000.0,53148000.0,22545837.5,23705762.360233087,23705762.360233087,6.353383458646617,36,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,166,350591,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22616100000.0,12228600000.0,138,131,21,1116000000.0,0.0,120000000.0,63000000.0,56616000.0,22616100.0,25084885.006513383,25084885.006513383,7.305084745762712,36,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,167,350592,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22547500000.0,12160000000.0,166,106,16,906000000.0,0.0,120000000.0,120000000.0,50220000.0,22547500.0,23306766.58719523,23306766.58719523,5.56,28,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,168,350593,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22625050000.0,12237550000.0,171,70,15,585000000.0,0.0,120000000.0,36000000.0,47514000.0,22625050.0,24096141.392295573,24096141.392295573,5.7172413793103445,26,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,169,350594,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22629000000.0,12241500000.0,161,92,15,783000000.0,0.0,120000000.0,27000000.0,49983000.0,22629000.0,23989906.39831677,23989906.39831677,5.908450704225352,33,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,170,350595,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22631900000.0,12244400000.0,155,132,19,1131000000.0,0.0,120000000.0,9000000.0,54420000.0,22631900.0,24158771.023998715,24158771.023998715,6.653543307086614,34,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,171,350596,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22612287500.0,12224787500.0,155,116,17,993000000.0,0.0,120000000.0,27000000.0,52668000.0,22612287.5,24130051.915062133,24130051.915062133,6.550387596899225,32,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,172,350597,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22506800000.0,12119300000.0,162,119,15,1026000000.0,0.0,120000000.0,120000000.0,51153000.0,22506800.0,23052927.878254425,23052927.878254425,6.3007518796992485,28,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,173,350598,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22580487500.0,12192987500.0,173,91,16,771000000.0,0.0,120000000.0,63000000.0,49788000.0,22580487.5,24083249.4831697,24083249.4831697,6.125925925925926,34,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,174,350599,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22652500000.0,12265000000.0,148,143,18,1233000000.0,0.0,120000000.0,0.0,55788000.0,22652500.0,24181163.511088543,24181163.511088543,6.926829268292683,39,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,175,350600,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22635400000.0,12247900000.0,164,124,18,1062000000.0,0.0,120000000.0,54000000.0,52428000.0,22635400.0,23629306.10153417,23629306.10153417,6.147058823529412,47,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,176,350601,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22609650000.0,12222150000.0,143,145,24,1233000000.0,0.0,120000000.0,45000000.0,57153000.0,22609650.0,24825262.423134625,24825262.423134625,7.082644628099174,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,177,350602,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22621825000.0,12234325000.0,169,97,15,828000000.0,0.0,120000000.0,27000000.0,49476000.0,22621825.0,23685753.608063117,23685753.608063117,5.770833333333333,31,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,178,350603,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22581387500.0,12193887500.0,148,94,19,789000000.0,0.0,120000000.0,72000000.0,52632000.0,22581387.5,25122455.592180748,25122455.592180748,6.454545454545454,35,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,179,350604,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22661900000.0,12274400000.0,155,70,12,594000000.0,0.0,120000000.0,0.0,48585000.0,22661900.0,24349314.228330947,24349314.228330947,6.213235294117647,35,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,180,350605,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22604587500.0,12217087500.0,160,82,17,687000000.0,0.0,120000000.0,63000000.0,50721000.0,22604587.5,24826057.990770377,24826057.990770377,6.131386861313868,32,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,181,350606,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22509800000.0,12122300000.0,141,131,24,1107000000.0,0.0,120000000.0,120000000.0,57003000.0,22509800.0,25024634.541986823,25024634.541986823,7.279661016949152,26,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,182,350607,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22698000000.0,12310500000.0,162,85,14,723000000.0,0.0,120000000.0,9000000.0,49857000.0,22698000.0,24303975.929876164,24303975.929876164,6.116788321167883,31,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,183,350608,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22626800000.0,12239300000.0,189,50,14,408000000.0,0.0,120000000.0,63000000.0,45459000.0,22626800.0,24167917.820118472,24167917.820118472,5.517006802721088,21,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,184,350609,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22591337500.0,12203837500.0,162,106,17,903000000.0,0.0,120000000.0,45000000.0,50775000.0,22591337.5,23796774.757671338,23796774.757671338,5.943262411347518,41,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,185,350610,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22640450000.0,12252950000.0,160,103,17,876000000.0,0.0,120000000.0,0.0,50955000.0,22640450.0,24000825.637829628,24000825.637829628,6.268656716417911,35,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,186,350611,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22608800000.0,12221300000.0,148,100,21,837000000.0,0.0,120000000.0,45000000.0,53202000.0,22608800.0,25205171.94069503,25205171.94069503,6.65625,27,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,187,350612,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22650037500.0,12262537500.0,165,91,14,777000000.0,0.0,120000000.0,27000000.0,49641000.0,22650037.5,23959578.776657235,23959578.776657235,6.2781954887218046,40,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,188,350613,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22574587500.0,12187087500.0,156,83,16,699000000.0,0.0,120000000.0,99000000.0,49647000.0,22574587.5,24212693.58438036,24212693.58438036,6.160583941605839,25,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,189,350614,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22663862500.0,12276362500.0,163,60,12,504000000.0,0.0,120000000.0,9000000.0,47439000.0,22663862.5,24358335.653320894,24358335.653320894,5.8125,23,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,190,350615,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22654737500.0,12267237500.0,160,134,20,1146000000.0,0.0,120000000.0,27000000.0,54108000.0,22654737.5,24025545.315608215,24025545.315608215,6.176470588235294,25,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,191,350616,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22550950000.0,12163450000.0,155,118,16,1014000000.0,0.0,120000000.0,99000000.0,52803000.0,22550950.0,23916034.090072293,23916034.090072293,6.401515151515151,34,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,192,350617,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22645200000.0,12257700000.0,152,105,18,891000000.0,0.0,120000000.0,18000000.0,50949000.0,22645200.0,23999415.34621208,23999415.34621208,5.93006993006993,31,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,193,350618,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22687250000.0,12299750000.0,182,38,10,312000000.0,0.0,120000000.0,9000000.0,42150000.0,22687250.0,23264976.35798283,23264976.35798283,5.177215189873418,25,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,194,350619,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22571050000.0,12183550000.0,139,149,23,1272000000.0,0.0,120000000.0,72000000.0,59175000.0,22571050.0,25333910.463990748,25333910.463990748,7.619469026548672,33,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,195,350620,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22605850000.0,12218350000.0,172,95,16,807000000.0,0.0,120000000.0,81000000.0,50736000.0,22605850.0,24209382.33985948,24209382.33985948,6.043795620437956,29,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,196,350621,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22559187500.0,12171687500.0,172,127,16,1095000000.0,0.0,120000000.0,120000000.0,51606000.0,22559187.5,22844411.258469626,22844411.258469626,6.043795620437956,44,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,197,350622,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22647350000.0,12259850000.0,157,110,17,939000000.0,0.0,120000000.0,0.0,52686000.0,22647350.0,24431910.70050601,24431910.70050601,6.484615384615385,29,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,198,350623,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22619937500.0,12232437500.0,171,72,18,594000000.0,0.0,120000000.0,27000000.0,49608000.0,22619937.5,24967243.16784582,24967243.16784582,6.32824427480916,25,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,199,350624,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22616237500.0,12228737500.0,163,80,17,669000000.0,0.0,120000000.0,90000000.0,50283000.0,22616237.5,24699973.38561003,24699973.38561003,6.0215827338129495,28,14
h3_prize_structure,structure_standard,Standardní,Oficiální rozdělení fondu mezi výherní třídy.,200,350625,1000,25000000,0.5,120000000.0,0.36,0.0675,0.203,50000000000.0,25000000000.0,22704850000.0,12317350000.0,172,89,13,762000000.0,0.0,120000000.0,0.0,48243000.0,22704850.0,23449862.131311134,23449862.131311134,5.671232876712328,36,14
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,1,360426,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22524537500.0,13387037500.0,176,119,20,1074750000.0,0.0,120000000.0,112750000.0,53351500.0,22524537.5,25695813.483276684,25695813.483276684,5.802816901408451,26,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,2,360427,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22667600000.0,13530100000.0,153,183,27,1680000000.0,0.0,120000000.0,0.0,60704000.0,22667600.0,26274179.249597885,26274179.249597885,6.669291338582677,31,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,3,360428,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22578512500.0,13441012500.0,162,137,25,1223000000.0,0.0,120000000.0,82000000.0,55618750.0,22578512.5,26141898.84086643,26141898.84086643,5.901408450704225,22,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,4,360429,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22645000000.0,13507500000.0,157,147,23,1340000000.0,0.0,120000000.0,20500000.0,58217000.0,22645000.0,26676412.80232408,26676412.80232408,6.153284671532846,30,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,5,360430,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22604800000.0,13467300000.0,187,106,18,956000000.0,0.0,120000000.0,71750000.0,50596500.0,22604800.0,25222508.24085503,25222508.24085503,5.313725490196078,26,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,6,360431,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22659550000.0,13522050000.0,170,111,22,978250000.0,0.0,120000000.0,10250000.0,53801750.0,22659550.0,26443868.122827645,26443868.122827645,5.971223021582734,33,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,7,360432,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22658550000.0,13521050000.0,170,113,20,1013250000.0,0.0,120000000.0,0.0,53369500.0,22658550.0,26156402.741919614,26156402.741919614,5.533333333333333,27,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,8,360433,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22654537500.0,13517037500.0,166,126,24,1117500000.0,0.0,120000000.0,10250000.0,55782000.0,22654537.5,26665828.335481044,26665828.335481044,6.415384615384616,28,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,9,360434,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22546550000.0,13409050000.0,148,149,26,1338750000.0,0.0,120000000.0,51250000.0,58763250.0,22546550.0,26911218.861238893,26911218.861238893,6.708661417322834,33,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,10,360435,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22623150000.0,13485650000.0,159,140,25,1253750000.0,0.0,120000000.0,41000000.0,56788500.0,22623150.0,26555052.4679862,26555052.4679862,6.323308270676692,33,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,11,360436,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22665500000.0,13528000000.0,153,172,21,1610750000.0,0.0,120000000.0,0.0,59120000.0,22665500.0,25782554.36821573,25782554.36821573,6.465648854961832,36,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,12,360437,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22547100000.0,13409600000.0,187,102,23,878750000.0,0.0,120000000.0,112750000.0,51228250.0,22547100.0,25939907.79840977,25939907.79840977,5.348684210526316,20,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,13,360438,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22604650000.0,13467150000.0,163,111,21,985500000.0,0.0,120000000.0,30750000.0,53942250.0,22604650.0,26610661.88349136,26610661.88349136,5.8125,28,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,14,360439,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22656850000.0,13519350000.0,180,82,18,710000000.0,0.0,120000000.0,10250000.0,49776750.0,22656850.0,26075124.55535927,26075124.55535927,5.359477124183006,26,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,15,360440,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22599500000.0,13462000000.0,139,201,32,1828250000.0,0.0,120000000.0,0.0,64098750.0,22599500.0,27046051.00102416,27046051.00102416,7.827272727272727,27,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,16,360441,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22603000000.0,13465500000.0,170,149,26,1338750000.0,0.0,120000000.0,0.0,57430750.0,22603000.0,26341738.097551573,26341738.097551573,6.1940298507462686,28,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,17,360442,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22523187500.0,13385687500.0,181,79,22,650250000.0,0.0,120000000.0,102500000.0,49838750.0,22523187.5,26235858.78613646,26235858.78613646,5.3881578947368425,19,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,18,360443,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22567100000.0,13429600000.0,167,169,27,1536500000.0,0.0,120000000.0,51250000.0,58460250.0,22567100.0,26032347.811713025,26032347.811713025,6.3106060606060606,32,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,19,360444,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22617050000.0,13479550000.0,160,127,25,1120500000.0,0.0,120000000.0,30750000.0,55290000.0,22617050.0,26705394.9006095,26705394.9006095,6.043165467625899,26,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,20,360445,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22600500000.0,13463000000.0,168,164,23,1514250000.0,0.0,120000000.0,41000000.0,56905250.0,22600500.0,25407728.642088413,25407728.642088413,5.985611510791367,37,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,21,360446,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22633100000.0,13495600000.0,159,97,22,834750000.0,0.0,120000000.0,51250000.0,54069250.0,22633100.0,27276519.56152031,27276519.56152031,6.229629629629629,21,12
h3_prize_structure,structure_aggressive,Vyšší skewness,Vyšší podíl jackpotu na úkor nižších tříd.,22,360447,1000,25000000,0.5,120000000.0,0.41,0.0475,0.17300000000000001,50000000000.0,25000000000.0,22588237500.0,13450737500.0,176,124,20,1126000000.0,0.0,120000000.0,82000000.0,53787500.0,22588237.5,25731766.68633236,25731766.68633236,5.722222222222222,27,12
