experiment,scenario,label_cs,description,repetition,seed,draws,tickets_sold_per_draw,prize_pool_share,jackpot_cap,total_ticket_sales,total_prize_pool,total_actual_payout,total_actual_upper_tier_payout,jackpot_hits,jackpot_cap_hits,cap_reach_count,total_overflow_to_class2,total_overflow_to_class3,max_jackpot_fund_observed,final_jackpot_carryover,average_jackpot_available,average_total_payout,payout_std_dev,upper_tier_payout_std_dev,average_rollover_length,longest_rollover_length,average_time_to_cap
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,151,250576,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22634450000.0,12246950000.0,149,221,35,1674000000.0,0.0,90000000.0,0.0,49635000.0,22634450.0,21940651.3280144,21940651.3280144,6.753968253968254,31,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,152,250577,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22669250000.0,12281750000.0,162,194,35,1431000000.0,0.0,90000000.0,0.0,47142000.0,22669250.0,21823595.990063142,21823595.990063142,5.819444444444445,30,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,153,250578,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22603700000.0,12216200000.0,182,147,28,1071000000.0,0.0,90000000.0,90000000.0,43605000.0,22603700.0,21345947.88970497,21345947.88970497,5.641379310344828,23,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,154,250579,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22596437500.0,12208937500.0,139,237,35,1818000000.0,0.0,90000000.0,36000000.0,51120000.0,22596437.5,21908785.137812726,21908785.137812726,7.235294117647059,35,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,155,250580,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22637550000.0,12250050000.0,172,212,37,1575000000.0,0.0,90000000.0,54000000.0,47457000.0,22637550.0,21352837.574840024,21352837.574840024,6.043795620437956,34,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,156,250581,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22626387500.0,12238887500.0,172,143,37,954000000.0,0.0,90000000.0,0.0,44082000.0,22626387.5,22387997.344695523,22387997.344695523,5.79020979020979,23,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,157,250582,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22577100000.0,12189600000.0,160,241,34,1863000000.0,0.0,90000000.0,54000000.0,49554000.0,22577100.0,21040895.669861585,21040895.669861585,6.363636363636363,53,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,158,250583,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22640225000.0,12252725000.0,157,222,35,1683000000.0,0.0,90000000.0,9000000.0,48879000.0,22640225.0,21502515.951903746,21502515.951903746,6.484615384615385,36,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,159,250584,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22590937500.0,12203437500.0,171,174,29,1305000000.0,0.0,90000000.0,90000000.0,45144000.0,22590937.5,21338381.42356031,21338381.42356031,5.921428571428572,32,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,160,250585,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22623437500.0,12235937500.0,154,234,37,1773000000.0,0.0,90000000.0,18000000.0,49653000.0,22623437.5,21514707.28571141,21514707.28571141,6.768,33,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,161,250586,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22548750000.0,12161250000.0,172,179,30,1341000000.0,0.0,90000000.0,36000000.0,45576000.0,22548750.0,21299889.34096842,21299889.34096842,5.830985915492958,24,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,162,250587,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22588787500.0,12201287500.0,161,192,37,1395000000.0,0.0,90000000.0,81000000.0,47403000.0,22588787.5,21939185.392491076,21939185.392491076,6.079710144927536,30,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,163,250588,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22624250000.0,12236750000.0,166,208,31,1593000000.0,0.0,90000000.0,18000000.0,47511000.0,22624250.0,21234402.49777469,21234402.49777469,6,31,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,164,250589,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22689400000.0,12301900000.0,169,187,31,1404000000.0,0.0,90000000.0,0.0,46287000.0,22689400.0,21519980.66077198,21519980.66077198,5.935714285714286,33,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,165,250590,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22628950000.0,12241450000.0,162,226,29,1773000000.0,0.0,90000000.0,9000000.0,47853000.0,22628950.0,20451583.1758204,20451583.1758204,5.901408450704225,38,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,166,250591,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22627337500.0,12239837500.0,163,152,35,1053000000.0,0.0,90000000.0,54000000.0,44631000.0,22627337.5,22112285.421623513,22112285.421623513,5.732876712328767,23,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,167,250592,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22638350000.0,12250850000.0,166,178,32,1314000000.0,0.0,90000000.0,27000000.0,46008000.0,22638350.0,21712796.498320986,21712796.498320986,6.087591240875913,25,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,168,250593,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22611750000.0,12224250000.0,167,197,40,1413000000.0,0.0,90000000.0,18000000.0,47133000.0,22611750.0,22012673.041625362,22012673.041625362,6.036231884057971,30,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,169,250594,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22628537500.0,12241037500.0,153,264,29,2115000000.0,0.0,90000000.0,0.0,51210000.0,22628537.5,20582213.911951836,20582213.911951836,6.830645161290323,35,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,170,250595,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22574950000.0,12187450000.0,186,165,27,1242000000.0,0.0,90000000.0,63000000.0,43596000.0,22574950.0,20764521.785909254,20764521.785909254,5.5,32,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,171,250596,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22611750000.0,12224250000.0,150,206,31,1575000000.0,0.0,90000000.0,9000000.0,47844000.0,22611750.0,21458128.400154103,21458128.400154103,6.159420289855072,30,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,172,250597,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22616050000.0,12228550000.0,155,235,36,1791000000.0,0.0,90000000.0,0.0,49950000.0,22616050.0,21343256.543871183,21343256.543871183,6.7063492063492065,33,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,173,250598,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22555200000.0,12167700000.0,168,177,37,1260000000.0,0.0,90000000.0,90000000.0,45639000.0,22555200.0,21653915.88050531,21653915.88050531,5.621621621621622,41,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,174,250599,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22612287500.0,12224787500.0,151,205,35,1530000000.0,0.0,90000000.0,36000000.0,48006000.0,22612287.5,21674930.344146293,21674930.344146293,6.288888888888889,26,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,175,250600,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22671400000.0,12283900000.0,161,239,30,1881000000.0,0.0,90000000.0,9000000.0,49347000.0,22671400.0,20676386.580831766,20676386.580831766,6.30827067669173,44,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,176,250601,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22653800000.0,12266300000.0,173,156,30,1134000000.0,0.0,90000000.0,0.0,44334000.0,22653800.0,21606926.56441448,21606926.56441448,5.743055555555555,36,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,177,250602,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22616450000.0,12228950000.0,166,190,30,1440000000.0,0.0,90000000.0,18000000.0,46323000.0,22616450.0,21386280.576516807,21386280.576516807,5.751724137931035,30,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,178,250603,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22653400000.0,12265900000.0,150,252,36,1944000000.0,0.0,90000000.0,9000000.0,50949000.0,22653400.0,21329913.465365957,21329913.465365957,6.8,37,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,179,250604,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22602750000.0,12215250000.0,155,224,29,1755000000.0,0.0,90000000.0,0.0,48510000.0,22602750.0,20944956.551339515,20944956.551339515,5.909090909090909,35,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,180,250605,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22537200000.0,12149700000.0,166,179,31,1332000000.0,0.0,90000000.0,90000000.0,45918000.0,22537200.0,21518325.589134485,21518325.589134485,5.8321678321678325,23,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,181,250606,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22602350000.0,12214850000.0,166,172,28,1296000000.0,0.0,90000000.0,54000000.0,44937000.0,22602350.0,21254126.587030105,21254126.587030105,5.873239436619718,33,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,182,250607,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22591337500.0,12203837500.0,158,201,32,1521000000.0,0.0,90000000.0,63000000.0,47592000.0,22591337.5,21472641.05477814,21472641.05477814,6.237037037037037,32,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,183,250608,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22614850000.0,12227350000.0,175,140,29,999000000.0,0.0,90000000.0,72000000.0,42759000.0,22614850.0,21379848.15141352,21379848.15141352,5.392156862745098,24,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,184,250609,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22584750000.0,12197250000.0,182,178,31,1323000000.0,0.0,90000000.0,63000000.0,44775000.0,22584750.0,21198357.953801516,21198357.953801516,5.489932885906041,39,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,185,250610,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22572400000.0,12184900000.0,163,195,36,1431000000.0,0.0,90000000.0,90000000.0,47349000.0,22572400.0,21730568.290774174,21730568.290774174,6.246268656716418,38,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,186,250611,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22538550000.0,12151050000.0,154,237,33,1836000000.0,0.0,90000000.0,90000000.0,49707000.0,22538550.0,20951911.759968348,20951911.759968348,6.609375,38,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,187,250612,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22616600000.0,12229100000.0,129,233,39,1746000000.0,0.0,90000000.0,90000000.0,51318000.0,22616600.0,22083798.686820164,22083798.686820164,7.319327731092437,45,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,188,250613,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22549287500.0,12161787500.0,145,264,38,2034000000.0,0.0,90000000.0,90000000.0,52146000.0,22549287.5,21264820.353075963,21264820.353075963,6.895161290322581,29,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,189,250614,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22586100000.0,12198600000.0,160,188,35,1377000000.0,0.0,90000000.0,63000000.0,47142000.0,22586100.0,21999057.293211453,21999057.293211453,6.222222222222222,31,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,190,250615,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22537600000.0,12150100000.0,161,191,36,1395000000.0,0.0,90000000.0,90000000.0,47268000.0,22537600.0,21769910.34065138,21769910.34065138,6.169117647058823,29,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,191,250616,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22611337500.0,12223837500.0,180,158,36,1098000000.0,0.0,90000000.0,9000000.0,44271000.0,22611337.5,21909550.095046308,21909550.095046308,5.774647887323944,28,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,192,250617,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22533700000.0,12146200000.0,147,235,33,1818000000.0,0.0,90000000.0,36000000.0,50103000.0,22533700.0,21461592.655485753,21461592.655485753,6.824,39,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,193,250618,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22602350000.0,12214850000.0,154,218,37,1629000000.0,0.0,90000000.0,36000000.0,49122000.0,22602350.0,21926511.28149437,21926511.28149437,6.714285714285714,25,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,194,250619,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22530750000.0,12143250000.0,163,240,34,1854000000.0,0.0,90000000.0,63000000.0,48978000.0,22530750.0,20778879.106859926,20778879.106859926,6.109489051094891,32,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,195,250620,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22622100000.0,12234600000.0,141,279,36,2187000000.0,0.0,90000000.0,9000000.0,53145000.0,22622100.0,21377886.392017335,21377886.392017335,7.279661016949152,39,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,196,250621,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22619550000.0,12232050000.0,169,187,31,1404000000.0,0.0,90000000.0,36000000.0,46521000.0,22619550.0,21573988.975094523,21573988.975094523,5.852112676056338,30,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,197,250622,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22628950000.0,12241450000.0,168,237,29,1872000000.0,0.0,90000000.0,18000000.0,49131000.0,22628950.0,20569291.53854114,20569291.53854114,6.2556390977443606,29,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,198,250623,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22618200000.0,12230700000.0,153,203,30,1557000000.0,0.0,90000000.0,0.0,48492000.0,22618200.0,21661289.1758547,21661289.1758547,6.722222222222222,45,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,199,250624,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22693700000.0,12306200000.0,162,207,34,1557000000.0,0.0,90000000.0,0.0,47502000.0,22693700.0,21382203.47181272,21382203.47181272,6.072463768115942,34,10
h2_jackpot_cap,cap_90m,90 mil. €,Nižší strop jackpotu 90 mil. €.,200,250625,1000,25000000,0.5,90000000.0,50000000000.0,25000000000.0,22608800000.0,12221300000.0,165,179,38,1269000000.0,0.0,90000000.0,45000000.0,46422000.0,22608800.0,22097268.893689103,22097268.893689103,6.185185185185185,26,10
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,1,260426,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22685500000.0,12298000000.0,175,30,12,234000000.0,0.0,120000000.0,0.0,43218000.0,22685500.0,24157740.26580301,24157740.26580301,5.427631578947368,20,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,2,260427,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22587300000.0,12199800000.0,161,142,21,1215000000.0,0.0,120000000.0,27000000.0,55380000.0,22587300.0,24051159.716529265,24051159.716529265,6.658730158730159,33,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,3,260428,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22607500000.0,12220000000.0,159,84,15,711000000.0,0.0,120000000.0,36000000.0,49536000.0,22607500.0,24234062.159489483,24234062.159489483,6.1838235294117645,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,4,260429,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22622000000.0,12234500000.0,187,85,15,720000000.0,0.0,120000000.0,18000000.0,47964000.0,22622000.0,23659565.00022771,23659565.00022771,5.685314685314685,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,5,260430,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22680937500.0,12293437500.0,164,87,17,732000000.0,0.0,120000000.0,9000000.0,50151000.0,22680937.5,24450562.938863877,24450562.938863877,5.846153846153846,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,6,260431,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22632887500.0,12245387500.0,164,99,18,837000000.0,0.0,120000000.0,27000000.0,51057000.0,22632887.5,24325786.006182693,24325786.006182693,6.057971014492754,32,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,7,260432,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22634500000.0,12247000000.0,148,85,16,717000000.0,0.0,120000000.0,0.0,50832000.0,22634500.0,24687550.197417323,24687550.197417323,6.5038167938931295,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,8,260433,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22659850000.0,12272350000.0,151,104,23,867000000.0,0.0,120000000.0,36000000.0,52434000.0,22659850.0,24923877.015374232,24923877.015374232,6.383458646616542,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,9,260434,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22589187500.0,12201687500.0,157,101,20,849000000.0,0.0,120000000.0,72000000.0,51705000.0,22589187.5,24414558.65863837,24414558.65863837,6.534883720930233,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,10,260435,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22602800000.0,12215300000.0,159,131,18,1125000000.0,0.0,120000000.0,72000000.0,53871000.0,22602800.0,23886759.13890371,23886759.13890371,6.469230769230769,32,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,11,260436,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22573200000.0,12185700000.0,156,91,16,771000000.0,0.0,120000000.0,81000000.0,51516000.0,22573200.0,24618693.339818016,24618693.339818016,6.393939393939394,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,12,260437,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22542800000.0,12155300000.0,172,96,14,822000000.0,0.0,120000000.0,120000000.0,49872000.0,22542800.0,23523981.34160117,23523981.34160117,5.75,34,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,13,260438,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22651650000.0,12264150000.0,172,63,16,519000000.0,0.0,120000000.0,18000000.0,47751000.0,22651650.0,24510603.415205836,24510603.415205836,5.671232876712328,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,14,260439,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22635800000.0,12248300000.0,180,89,11,768000000.0,0.0,120000000.0,45000000.0,46692000.0,22635800.0,22629725.768554952,22629725.768554952,5.430463576158941,31,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,15,260440,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22625900000.0,12238400000.0,138,106,19,897000000.0,0.0,120000000.0,9000000.0,54522000.0,22625900.0,25400975.65429328,25400975.65429328,6.682170542635659,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,16,260441,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22659437500.0,12271937500.0,163,63,16,519000000.0,0.0,120000000.0,27000000.0,48165000.0,22659437.5,24760919.7343282,24760919.7343282,6.065217391304348,19,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,17,260442,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22634587500.0,12247087500.0,160,131,21,1116000000.0,0.0,120000000.0,0.0,54123000.0,22634587.5,24199436.56598421,24199436.56598421,6.222222222222222,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,18,260443,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22546200000.0,12158700000.0,169,83,14,705000000.0,0.0,120000000.0,99000000.0,48537000.0,22546200.0,23709419.76430465,23709419.76430465,5.8936170212765955,39,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,19,260444,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22670987500.0,12283487500.0,180,48,11,399000000.0,0.0,120000000.0,0.0,44544000.0,22670987.5,23815509.068275105,23815509.068275105,5.222929936305732,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,20,260445,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22553950000.0,12166450000.0,162,69,16,573000000.0,0.0,120000000.0,120000000.0,49227000.0,22553950.0,24583054.56808612,24583054.56808612,6.072463768115942,24,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,21,260446,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22524800000.0,12137300000.0,148,143,22,1221000000.0,0.0,120000000.0,120000000.0,56064000.0,22524800.0,24199374.267943375,24199374.267943375,6.454545454545454,32,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,22,260447,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22625900000.0,12238400000.0,156,115,24,963000000.0,0.0,120000000.0,0.0,54660000.0,22625900.0,25291752.888837103,25291752.888837103,6.752,40,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,23,260448,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22539400000.0,12151900000.0,145,100,23,831000000.0,0.0,120000000.0,120000000.0,53826000.0,22539400.0,25245791.48373051,25245791.48373051,6.732283464566929,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,24,260449,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22628900000.0,12241400000.0,177,67,10,573000000.0,0.0,120000000.0,27000000.0,45657000.0,22628900.0,23338560.3624131,23338560.3624131,5.5608108108108105,36,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,25,260450,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22663250000.0,12275750000.0,160,105,17,894000000.0,0.0,120000000.0,0.0,51267000.0,22663250.0,24076130.02410271,24076130.02410271,6.222222222222222,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,26,260451,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22642250000.0,12254750000.0,180,76,11,651000000.0,0.0,120000000.0,36000000.0,46122000.0,22642250.0,23123063.214840285,23123063.214840285,5.430463576158941,35,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,27,260452,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22677087500.0,12289587500.0,164,56,11,471000000.0,0.0,120000000.0,27000000.0,47502000.0,22677087.5,24566399.490433957,24566399.490433957,6.2388059701492535,23,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,28,260453,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22568950000.0,12181450000.0,159,120,16,1032000000.0,0.0,120000000.0,90000000.0,51963000.0,22568950.0,23451288.41657746,23451288.41657746,6.229629629629629,29,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,29,260454,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22560400000.0,12172900000.0,152,112,23,939000000.0,0.0,120000000.0,120000000.0,54231000.0,22560400.0,24896589.96408946,24896589.96408946,6.625,37,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,30,260455,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22573737500.0,12186237500.0,165,102,13,879000000.0,0.0,120000000.0,99000000.0,50361000.0,22573737.5,23475545.450262573,23475545.450262573,6.231343283582089,26,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,31,260456,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22641437500.0,12253937500.0,155,109,19,924000000.0,0.0,120000000.0,27000000.0,53739000.0,22641437.5,24974954.691447265,24974954.691447265,6.653543307086614,28,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,32,260457,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22640150000.0,12252650000.0,154,96,17,813000000.0,0.0,120000000.0,63000000.0,52392000.0,22640150.0,24887819.520349707,24887819.520349707,6.82258064516129,25,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,33,260458,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22649550000.0,12262050000.0,174,98,18,828000000.0,0.0,120000000.0,18000000.0,49740000.0,22649550.0,23869154.306290366,23869154.306290366,5.363636363636363,27,14
h2_jackpot_cap,cap_120m,120 mil. €,Výchozí strop jackpotu 120 mil. €.,34,260459,1000,25000000,0.5,120000000.0,50000000000.0,25000000000.0,22670500000.0,12283000000.0,175,80,14,678000000.0,0.0,120000000.0,0.0,48294000.0,22670500.0,23900074.36703911,23900074.36703911,5.769230769230769,27,14
