experiment,scenario,label_cs,description,repetitions,jackpot_probability,ticket_price_eur,assumed_jackpot_payout_eur,mean_tickets_until_jackpot,median_tickets_until_jackpot,min_tickets_until_jackpot,max_tickets_until_jackpot,mean_spent_until_jackpot_eur,median_spent_until_jackpot_eur,mean_approx_net_result_eur,median_approx_net_result_eur,probability_non_negative_net_result
jackpot_waiting_time,jackpot_waiting_time,Jackpot,Simulace počtu tiketů do prvního jackpotu při pravděpodobnosti 1 : 139 838 160 a s předpokladem výplaty 120 mil. €.,10000,7.1511238420185165e-09,2.0,120000000.0,138889720.1292,95670075.5,8485.0,1301819277.0,277779440.2584,191340151.0,-157779440.2584,-71340151.0,0.3542
